time,comment,newsLocationPerson,mediaNum,newsNum,joinLocalNum,agree,totalHot,h1,h2,h3
2018-02-08,50,6,1,2,18,65,16.8004271,1.3321730999999999,16.496305399999997,15.7723757
2018-02-09,2505,237,41,63,30,53939,8323.8646679,37.966440750000004,8311.9185905,8297.844304549999
2018-02-10,834,78,4,4,30,484,179.16449194,10.1011944,178.05809194,170.16969754000002
2018-02-11,78,10,2,2,24,40,17.16934128,2.1380933000000004,16.61614128,15.58444798
2018-02-12,52,2,1,1,18,120,24.728784519999998,0.8763352,24.452184519999996,24.12904932
2018-02-13,23,3,0,0,11,6,4.13038243,0.5568676,4.13038243,3.57351483
2018-02-14,8,1,1,1,5,5,2.16544658,0.4907838,1.8888465799999998,1.95126278
2018-02-15,6,2,0,0,5,0,1.0215253100000001,0.32126285,1.0215253100000001,0.70026246
2018-02-16,5,1,0,0,5,4,1.39051945,0.21418379999999998,1.39051945,1.17633565
2018-02-18,45,0,1,2,16,298,50.06120355,0.6468569,49.75708185,49.71846835
2018-02-19,20,0,2,2,11,301,47.730004550000004,0.7888304500000001,47.17680455,47.4943741
2018-02-20,10,0,0,0,5,31,5.86828175,0.10710475,5.86828175,5.761177
2018-02-21,3,0,1,1,2,2,0.9659649299999999,0.3194419,0.68936493,0.92312303
2018-02-22,2,0,0,0,2,1,0.42445862,0.0428419,0.42445862,0.38161672
2018-02-23,2,0,0,0,2,0,0.27626272,0.0428419,0.27626272,0.23342082
2018-02-24,127,6,5,8,24,1115,182.68279277000002,2.6221422,181.21722767,181.52621567000003
2018-02-25,33,3,1,1,16,55,12.942790379999998,0.94057235,12.666190379999998,12.278818029999998
2018-02-26,18,0,1,1,6,1,2.6541089799999997,0.40512570000000003,2.37750898,2.5255832799999998
2018-02-27,174,6,0,0,21,2950,458.57783058999996,1.09231425,458.57783058999996,457.48551633999995
2018-02-28,6,2,0,0,4,0,1.0001043600000001,0.2998419,1.0001043600000001,0.70026246
2018-03-01,2,0,0,0,2,0,0.27626272,0.0428419,0.27626272,0.23342082
2018-03-04,5,0,0,0,4,1,0.8174317499999999,0.0856838,0.8174317499999999,0.7317479499999999
2018-03-05,2,1,0,0,2,1,0.5315376700000001,0.14992095,0.5315376700000001,0.38161672
2018-03-06,1,0,0,0,1,0,0.13813136,0.02142095,0.13813136,0.11671041
2018-03-07,2,0,0,0,2,0,0.27626272,0.0428419,0.27626272,0.23342082
2018-03-08,74,6,2,3,21,2665,405.25167979,1.67303595,404.67095809,404.15936554
2018-03-09,1,0,0,0,1,0,0.13813136,0.02142095,0.13813136,0.11671041
2018-03-10,1,0,0,0,1,0,0.13813136,0.02142095,0.13813136,0.11671041
2018-03-11,7,0,1,1,2,8,2.3219819699999995,0.3194419,2.0453819699999998,2.2791400699999995
2018-03-12,6,1,0,0,4,1,1.04122121,0.19276284999999999,1.04122121,0.84845836
2018-03-13,12,0,0,0,3,2,1.76117957,0.06426285000000001,1.76117957,1.69691672
2018-03-14,3,0,0,0,1,0,0.37155218,0.02142095,0.37155218,0.35013123
2018-03-15,16,0,0,0,3,0,1.93162941,0.06426285000000001,1.93162941,1.86736656
2018-03-16,7,0,0,0,5,2,1.22046942,0.10710475,1.22046942,1.11336467
2018-03-18,4,0,0,0,3,0,0.53110449,0.06426285000000001,0.53110449,0.46684164
2018-03-19,3,0,0,0,3,0,0.41439408,0.06426285000000001,0.41439408,0.35013123
2018-03-20,14,0,0,0,3,2,1.99460039,0.06426285000000001,1.99460039,1.93033754
2018-03-21,2,0,0,0,2,0,0.27626272,0.0428419,0.27626272,0.23342082
2018-03-22,1,0,0,0,1,0,0.13813136,0.02142095,0.13813136,0.11671041
2018-03-23,1,0,0,0,1,0,0.13813136,0.02142095,0.13813136,0.11671041
2018-03-24,3,0,0,0,1,0,0.37155218,0.02142095,0.37155218,0.35013123
2018-03-29,4,3,0,0,2,0,0.8309206899999999,0.36407904999999996,0.8309206899999999,0.46684164
2018-04-03,2,0,1,1,2,0,0.55286272,0.3194419,0.27626272,0.51002082
2018-04-05,1,0,0,0,1,0,0.13813136,0.02142095,0.13813136,0.11671041
2018-04-06,3,0,0,0,3,1,0.56258998,0.06426285000000001,0.56258998,0.49832713
2018-04-07,6,0,0,0,2,0,0.74310436,0.0428419,0.74310436,0.70026246
2018-04-08,1,0,0,0,1,0,0.13813136,0.02142095,0.13813136,0.11671041
2018-04-10,2,0,0,0,1,0,0.25484177,0.02142095,0.25484177,0.23342082
2018-04-11,5,0,0,0,3,1,0.7960107999999999,0.06426285000000001,0.7960107999999999,0.7317479499999999
2018-04-12,2,0,0,0,2,0,0.27626272,0.0428419,0.27626272,0.23342082
